label,key,cer,wer,mean_similarity,min_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,layoutlmv3_cosine_similarity
3.delete,148_NQ-CP_710006,0.25401307,0.6309467,0.839064,0.540519,0.049798,0.895827,0.889505,0.99995
3.delete,149_2025_QH15_679698,0.2022738,0.58494624,0.768654,0.681341,0.069705,0.847123,0.814901,0.9881
3.delete,14_2022_QH15_519327,0.12054138,0.5269821,0.844691,0.687567,0.025052,0.88032,0.879776,0.999976
3.delete,14_2026_NQ-HDND_707808,0.16395892,0.56547619,0.846557,0.67558,0.044052,0.899818,0.896396,0.999422
3.delete,14_2026_NQ-HDND_709408,0.15833678,0.55417957,0.798922,0.608086,0.085016,0.88285,0.890657,0.998798
3.delete,14_2026_NQ-HDND_710206,0.1603837,0.57758277,0.80716,0.566984,0.058365,0.874765,0.875144,0.99979
3.delete,14_NQ-HDND_707830,0.15408609,0.55436338,0.776606,0.629245,0.068817,0.865085,0.861852,0.998244
3.delete,150_2025_QH15_685773,0.12402638,0.53823601,0.839553,0.765849,0.021528,0.878637,0.872329,0.999372
3.delete,15_2023_QH15_372143,0.13072297,0.58551148,0.827949,0.610115,0.030711,0.874978,0.867643,0.999996
3.delete,15_2026_NQ-HDND_707809,0.26262717,0.54705323,0.83391,0.722299,0.040441,0.882845,0.883701,0.99945
3.delete,15_2026_NQ-HDND_707811,0.18544831,0.55839822,0.832085,0.772656,0.036456,0.878062,0.877861,0.953007
3.delete,15_2026_NQ-HDND_709741,0.34535969,0.58700309,0.818499,0.593954,0.051435,0.879823,0.884825,0.999991
3.delete,15_NQ-HDND_707829,0.34944367,0.67496051,0.842459,0.674216,0.057102,0.908203,0.906755,0.999669
3.delete,16_2023_QH15_519324,0.15130469,0.56955274,0.836319,0.659792,0.026144,0.877687,0.874259,0.999977
3.delete,16_2026_NQ-HDND_707769,0.18389554,0.5928934,0.836274,0.670966,0.052046,0.899849,0.89278,0.999846
3.delete,16_2026_NQ-HDND_707810,0.16401509,0.52627683,0.842446,0.71988,0.051134,0.909918,0.903986,0.979104
3.delete,17_2023_QH15_499239,0.11781447,0.51846137,0.835169,0.585415,0.029077,0.882848,0.878137,0.999898
3.delete,17_2026_NQ-HDND_709410,0.19593909,0.56553911,0.823711,0.700212,0.048539,0.895781,0.891243,0.999564
3.delete,18_2023_QH15_519325,0.13271502,0.58109843,0.826062,0.537082,0.046226,0.870532,0.870633,0.99986
3.delete,18_2026_NQ-HDND_709411,0.17458958,0.52570254,0.81343,0.646302,0.067703,0.908087,0.902805,0.994042
3.delete,18_NQ-HDND_707827,0.1792522,0.55574324,0.821298,0.672056,0.078935,0.898053,0.89377,0.993974
3.delete,19_2023_QH15_m_500102,0.11929155,0.5340894,0.841967,0.731003,0.026831,0.8843,0.882894,0.999985
3.delete,19_2026_NQ-HDND_709412,0.16102362,0.55514459,0.79108,0.550135,0.07693,0.890488,0.888465,0.998862
3.delete,20_2023_QH15_m_513347,0.14000569,0.60652087,0.834183,0.724259,0.024665,0.874343,0.872071,0.999991
3.delete,20_2026_NQ-HDND_709415,0.16678945,0.5418956,0.825436,0.693847,0.054767,0.894603,0.894678,0.999471
3.delete,20_2026_NQ-HDND_709736,0.2517639,0.59944188,0.767071,0.291166,0.13349,0.832916,0.876592,0.999745
3.delete,20_NQ-HDND_707825,0.18239259,0.54643206,0.82846,0.717489,0.051783,0.872073,0.880792,0.998912
3.delete,21_2026_NQ-HDND_709413,0.13926941,0.54294079,0.834819,0.612116,0.051761,0.894472,0.87949,0.999593
3.delete,21_2026_NQ-HDND_709737,0.13663373,0.57951378,0.838386,0.636828,0.035407,0.881463,0.876092,0.99985
3.delete,21_NQ-HDND_707824,0.18908898,0.58292683,0.771303,0.622974,0.094947,0.860581,0.891887,0.963201
3.delete,22_2026_NQ-HDND_709414,0.14408141,0.54143059,0.836033,0.669546,0.05275,0.889321,0.895169,0.999231
3.delete,22_2026_NQ-HDND_709738,0.17503318,0.55699482,0.828723,0.682786,0.038966,0.878465,0.879306,0.999896
3.delete,23_2023_QH15_m_563579,0.13827453,0.57002912,0.820759,0.657523,0.040078,0.864729,0.863347,0.999107
3.delete,23_2026_NQ-HDND_709416,0.13174485,0.55985435,0.82533,0.650528,0.044372,0.884435,0.880213,0.999317
3.delete,23_2026_NQ-HDND_709739,0.13301683,0.50157109,0.813937,0.578805,0.078323,0.896084,0.896654,0.999708
3.delete,23_NQ-HDND_707612,0.18737783,0.5158831,0.822889,0.672124,0.062862,0.895082,0.889796,0.998949
3.delete,23_NQ-HDND_707821,0.13962635,0.53625378,0.81941,0.703006,0.050063,0.870048,0.864646,0.920042
3.delete,23_NQ-HDND_709740 (1),0.1493441,0.5504,0.822069,0.561478,0.061291,0.888062,0.877492,0.998707
3.delete,23_NQ-HDND_709740,0.1493441,0.5504,0.822069,0.561478,0.061291,0.888062,0.877492,0.998707
3.delete,24_2023_QH15_535782,0.12412274,0.56211997,0.839414,0.615254,0.028469,0.88128,0.876789,0.99998
3.delete,24_2026_NQ-HDND_709417,0.15396091,0.50724638,0.826697,0.666378,0.058135,0.901056,0.90238,0.997509
3.delete,24_2026_NQ-HDND_709733,0.16219836,0.57209601,0.837759,0.654665,0.032222,0.884233,0.882838,0.99975
3.delete,24_NQ-HDND_707611,0.15010934,0.53323803,0.847595,0.67541,0.053565,0.89689,0.894636,0.99784
3.delete,24_NQ-HDND_707820,0.16781411,0.56356488,0.826252,0.691298,0.055543,0.888528,0.876914,0.988805
3.delete,25_2023_QH15_548477,0.1197985,0.52275259,0.852258,0.724366,0.022779,0.888173,0.884189,0.999738
3.delete,25_2026_NQ-HDND_709430,0.17988595,0.552,0.83278,0.720661,0.055365,0.898595,0.900447,0.998075
3.delete,25_2026_NQ-HDND_709752,0.14106404,0.5608864,0.82342,0.635145,0.045358,0.879563,0.874194,0.999781
3.delete,26_2023_QH15_m_552422,0.13098606,0.5568131,0.843017,0.624971,0.037887,0.879694,0.883505,0.999933
3.delete,26_2026_NQ-HDND_709418,0.15995896,0.55897704,0.840596,0.67965,0.051767,0.895842,0.8959,0.999343
3.delete,26_2026_NQ-HDND_709750,0.14659209,0.57183304,0.830318,0.669703,0.033201,0.884715,0.878974,0.999932
3.delete,26_NQ-HDND_709743,0.12414789,0.52750141,0.830039,0.633692,0.042297,0.879177,0.875514,0.999739
3.delete,278_NQ-UBTVQH16_709850,0.15488066,0.60462707,0.821986,0.701278,0.049865,0.890335,0.880794,0.998687
3.delete,279_NQ-UBTVQH16_709851,0.14770511,0.63008664,0.830716,0.601767,0.042775,0.869525,0.869352,0.999615
3.delete,27_2023_QH15_528669,0.13250796,0.53751539,0.833551,0.683,0.027634,0.885353,0.88159,0.999909
3.delete,27_2026_NQ-HDND_709419,0.14267745,0.54216867,0.812094,0.469451,0.098412,0.871978,0.88864,0.999399
3.delete,27_2026_NQ-HDND_709748,0.26871667,0.64912567,0.851715,0.65844,0.040793,0.902205,0.900598,0.999555
3.delete,28_2023_QH15_583801,0.12140473,0.54691467,0.857198,0.683562,0.024974,0.895405,0.893382,0.99992
3.delete,28_2026_NQ-CP_710007,0.1556514,0.543058,0.831839,0.722844,0.04709,0.893127,0.897513,0.999527
3.delete,28_2026_NQ-HDND_709420,0.15295201,0.54423592,0.791129,0.407241,0.119244,0.894394,0.856807,0.999224
3.delete,28_2026_NQ-HDND_710200,0.13479667,0.55133446,0.795643,0.44299,0.065057,0.86894,0.863857,0.999667
3.delete,29_2023_QH15_530116,0.12341814,0.53946765,0.842887,0.687564,0.026006,0.89019,0.883008,0.999997
3.delete,29_2026_NQ-HDND_709421,0.31108548,0.59863946,0.826412,0.734531,0.046482,0.893346,0.894234,0.999907
3.delete,30_2023_QH15_445699,0.14498588,0.58984478,0.822533,0.327102,0.081193,0.860669,0.865364,0.999679
3.delete,30_2026_NQ-HDND_709429,0.16773349,0.56304788,0.808661,0.690981,0.049101,0.878171,0.875027,0.999181
3.delete,31_2024_QH15_523642,0.13701765,0.60292447,0.825888,0.581679,0.029283,0.874002,0.872961,0.999977
3.delete,31_2026_NQ-HDND_709428,0.16981868,0.5576141,0.824518,0.621108,0.067077,0.876696,0.889169,0.997219
3.delete,32_2024_QH15_m_577203,0.12415115,0.55888202,0.835338,0.573059,0.028068,0.892203,0.877495,0.999998
3.delete,32_2026_NQ-HDND_709422,0.18348288,0.55660377,0.843319,0.736095,0.048262,0.901852,0.901578,0.997458
3.delete,33_2024_QH15_545181,0.13241379,0.56274777,0.837453,0.60991,0.029406,0.875513,0.870967,0.999938
3.delete,33_2026_NQ-HDND_709423,0.16659911,0.54528651,0.808053,0.655536,0.062229,0.872881,0.887017,0.99798
3.delete,34_2024_QH15_580434,0.11596103,0.50799643,0.85074,0.6746,0.030332,0.906354,0.889778,0.999715
3.delete,34_NQ-HDND_709431,0.18021092,0.51149425,0.827976,0.725036,0.057543,0.902669,0.898223,0.998886
3.delete,3579_QD-UBND_708038,0.53639958,0.84666362,0.843664,0.640516,0.042613,0.882752,0.879044,0.999911
3.delete,35_2024_QH15_588811,0.12673798,0.55803311,0.842408,0.706354,0.024922,0.886163,0.878789,0.999958
3.delete,35_NQ-HDND_707110,0.57704187,0.8101331,0.8748,0.645074,0.042275,0.926964,0.928568,0.999975
3.delete,36_2024_QH15_444251,0.11817953,0.52130913,0.822581,0.495953,0.042479,0.890207,0.878677,0.999897
3.delete,36_NQ-HDND_707610,0.12469734,0.52351097,0.833511,0.626169,0.051045,0.897832,0.895998,0.998101
3.delete,37_2024_QH15_588810,0.13050239,0.55045006,0.826024,0.50229,0.043009,0.87187,0.872004,0.999788
3.delete,38_2024_QH15_555033,0.12363578,0.56424604,0.859606,0.681342,0.021053,0.895012,0.888475,0.999678
3.delete,38_2026_QD-UBND_708135,0.14580754,0.56440826,0.80637,0.586112,0.063469,0.868668,0.871239,0.994326
3.delete,39_2024_QH15_575158,0.12295198,0.54707972,0.843629,0.66003,0.024204,0.890795,0.881543,0.999987
3.delete,40_2024_QH15_564046,0.14910009,0.60579196,0.821661,0.742006,0.025684,0.864432,0.853109,0.999742
3.delete,40_NQ-HDND_707111,0.64623249,0.90510106,0.858774,0.629934,0.037985,0.906495,0.903857,0.999975
3.delete,41_2019_QH14_387991,0.11619132,0.50934532,0.850098,0.618801,0.029301,0.901075,0.893894,0.999967
3.delete,41_2024_QH15_557190,0.13466443,0.5872467,0.812474,0.586928,0.032919,0.867678,0.862383,0.999995
3.delete,42_NQ-HDND_707609,0.15974107,0.53247373,0.826856,0.658321,0.049136,0.883833,0.888355,0.999562
3.delete,43_2019_QH14_367665,0.12982453,0.57553374,0.839498,0.341401,0.050097,0.875374,0.877603,0.999819
3.delete,43_2024_QH15_612195,0.17875862,0.58188586,0.739477,0.52535,0.100494,0.807891,0.843695,0.998902
3.delete,44_2024_QH15_583839,0.13029926,0.5704411,0.821794,0.641662,0.035699,0.8609,0.865514,0.999874
3.delete,44_NQ-HDND_707608,0.22794118,0.55725191,0.820708,0.707818,0.074166,0.880389,0.91168,0.997609
3.delete,45_2019_QH14_333670,0.13043409,0.58236609,0.835851,0.481953,0.033164,0.874716,0.878563,0.999997
3.delete,45_2024_QH15_583769,0.1253129,0.53685208,0.849437,0.694,0.024487,0.890767,0.887669,0.999954
3.delete,45_NQ-HDND_707607,0.30674586,0.61932939,0.800995,0.72615,0.073805,0.850164,0.901354,0.976667
3.delete,46_2019_QH14_398157,0.12040081,0.53212887,0.850666,0.648062,0.031734,0.88565,0.886279,0.999767
3.delete,46_2024_QH15_524982,0.12188605,0.5484589,0.832302,0.657499,0.025359,0.875215,0.871002,0.99966
3.delete,46_2026_QD-UBND_708335,0.2201235,0.57335582,0.88111,0.842852,0.032856,0.920698,0.920698,0.997719
3.delete,46_NQ-HDND_707606,0.3765921,0.72761535,0.858452,0.686995,0.034031,0.897433,0.890823,0.999809
3.delete,47_2019_QH14_411945,0.12685377,0.53597516,0.816151,0.450534,0.069806,0.873168,0.866721,0.999298
3.delete,47_2024_QH15_583645,0.12362916,0.54171334,0.846873,0.650089,0.034178,0.89,0.887065,0.999995
3.delete,47_NQ-HDND_707603,0.18486011,0.58677743,0.817935,0.489,0.051446,0.885595,0.87877,0.999305
3.delete,48_2019_QH14_366794,0.13057197,0.56059428,0.844124,0.692685,0.027504,0.886181,0.879617,0.99976
3.delete,48_2024_QH15_556390,0.12473006,0.53885797,0.838168,0.647048,0.036795,0.881935,0.879135,0.999871
3.delete,49_2019_QH14_402073,0.13990843,0.61261021,0.820941,0.680064,0.028341,0.862021,0.860507,0.999884
3.delete,49_2024_QH15_548487,0.1120619,0.50016658,0.846904,0.489686,0.048513,0.889427,0.891134,0.999928
3.delete,50_2019_QH14_411944,0.20278184,0.57495881,0.752734,0.504829,0.120358,0.806205,0.862464,0.99824
3.delete,50_2024_QH15_445264,0.11708112,0.52000736,0.850667,0.432963,0.055905,0.890859,0.88199,0.999899
3.delete,51_2019_QH14_422706,0.14668678,0.58074454,0.812627,0.604175,0.042631,0.867966,0.856891,0.999574
3.delete,51_2024_QH15_m_505750,0.13160777,0.55955606,0.815108,0.623896,0.038284,0.865892,0.865694,0.999781
3.delete,52_2019_QH14_405729,0.13446745,0.57644744,0.820012,0.695404,0.034068,0.867074,0.859407,0.999849
3.delete,52_2024_QH15_630032,0.13482076,0.54222357,0.811384,0.666553,0.046542,0.867528,0.871208,0.999081
3.delete,53_2019_QH14_351558,0.14109855,0.61160956,0.85135,0.698167,0.02443,0.887187,0.878039,0.999777
3.delete,53_2024_QH15_m_607439,0.12015542,0.52134503,0.83586,0.686502,0.025466,0.878279,0.871618,0.999632
3.delete,54_2019_QH14_399763,0.11301587,0.50601321,0.846901,0.459394,0.029876,0.891303,0.880962,0.999832
3.delete,54_2024_QH15_578531,0.11675409,0.52387696,0.849614,0.610933,0.026442,0.892629,0.88717,0.999994
3.delete,54_KH-UBND_708180,0.21546977,0.61703582,0.833944,0.698204,0.035279,0.88876,0.881722,0.999847
3.delete,55_2019_QH14_410870,0.1439848,0.59221772,0.816823,0.69265,0.036904,0.854936,0.861018,0.999463
3.delete,55_2024_QH15_621347,0.12822997,0.57021629,0.831204,0.555439,0.035418,0.875029,0.875068,0.999972
3.delete,56_2020_QH14_422707,0.12841267,0.54751515,0.844792,0.648523,0.037594,0.885581,0.879223,0.999928
3.delete,56_2024_QH15_m_622318,0.1257644,0.54431843,0.831523,0.615699,0.042502,0.88156,0.881169,0.999978
3.delete,57_2020_QH14_416260,0.11839941,0.50917574,0.843987,0.645642,0.033072,0.881016,0.876803,0.999844
3.delete,57_2024_QH15_623631,0.13038802,0.55957586,0.834921,0.63069,0.03355,0.880082,0.878281,0.999859
3.delete,58_2020_QH14_395767,0.12567781,0.54775011,0.839397,0.666473,0.027853,0.875818,0.875448,0.999894
3.delete,58_2024_QH15_m_621645,0.12796595,0.56147235,0.845932,0.52237,0.032773,0.883289,0.881722,0.999953
3.delete,58_2026_NQ-HDND_709771,0.19147363,0.59489456,0.846462,0.767915,0.040945,0.90357,0.893341,0.99058
3.delete,59_2020_QH14_427301,0.12082023,0.53912921,0.829881,0.618615,0.027738,0.879334,0.873966,0.999999
3.delete,59_2024_QH15_606865,0.12348365,0.55542398,0.821482,0.530436,0.035576,0.878237,0.870132,0.999936
3.delete,60_2020_QH14_373522,0.12187391,0.5190434,0.836975,0.67904,0.041378,0.877962,0.878475,0.99977
3.delete,60_2024_QH15_m_621343,0.14446724,0.6142297,0.836087,0.703886,0.0283,0.875381,0.868366,0.999839
3.delete,60_2026_NQ-HDND_709424,0.16793289,0.54960174,0.837294,0.679815,0.058545,0.897345,0.896582,0.999195
3.delete,61_2020_QH14_321051,0.13634997,0.53785111,0.795139,0.528287,0.070011,0.87739,0.880108,0.999994
3.delete,61_2024_QH15_613892,0.13054992,0.57992944,0.836827,0.649469,0.026659,0.884035,0.875835,0.999876
3.delete,62_2020_QH14_418229,0.12678334,0.54391602,0.848534,0.654948,0.028271,0.896798,0.883839,0.999993
3.delete,62_2025_QH15_643744,0.15747162,0.63752075,0.796645,0.539515,0.056522,0.843116,0.843914,0.999926
3.delete,63_2020_QH14_402074,0.13916183,0.59491951,0.82963,0.701099,0.027358,0.872151,0.866197,0.999899
3.delete,63_2025_QH15_639242,0.13827787,0.61613611,0.833394,0.647631,0.031655,0.873625,0.866066,0.999938
3.delete,63_2026_QD-UBND_709654,0.12393241,0.50167673,0.860067,0.636232,0.040013,0.896765,0.892549,0.998579
3.delete,64_2020_QH14_374160,0.128243,0.55259771,0.838148,0.672844,0.024402,0.878583,0.87218,0.999985
3.delete,64_2025_QH15_639239,0.13070781,0.57661044,0.839813,0.730342,0.025668,0.881853,0.881573,0.999646
3.delete,65_2020_QH14_422708,0.15887214,0.61240651,0.809184,0.624837,0.053502,0.857188,0.852783,0.998783
3.delete,65_2025_QH15_639241,0.13072186,0.57823904,0.829113,0.590623,0.035656,0.877275,0.875012,0.999861
3.delete,66_2020_QH14_439845,0.13154329,0.5693497,0.848416,0.740308,0.025196,0.885646,0.884923,0.999861
3.delete,66_2025_QH15_621225,0.18105263,0.5810901,0.784446,0.384911,0.08837,0.872198,0.868385,0.999978
3.delete,67_2020_QH14_m_373520,0.13124341,0.57988269,0.810029,0.594993,0.038422,0.863758,0.863188,0.999919
3.delete,67_2025_QH15_580594,0.12922764,0.56039068,0.836712,0.723732,0.026763,0.876414,0.876592,0.99999
3.delete,68_2020_QH14_435315,0.12651779,0.51654638,0.831021,0.66808,0.03364,0.877315,0.878434,0.999536
3.delete,68_2025_QH15_578018,0.13124221,0.58641333,0.834544,0.630336,0.028765,0.867943,0.869604,0.999992
3.delete,69_2020_QH14_439844,0.13343418,0.57312711,0.83937,0.684276,0.027872,0.885854,0.876399,0.999997
3.delete,69_2025_QH15_603983,0.13022932,0.56779777,0.840571,0.508963,0.040753,0.881958,0.880765,0.999969
3.delete,70_2020_QH14_376557,0.14737113,0.6226332,0.840183,0.728085,0.025856,0.886131,0.874229,0.999229
3.delete,70_2025_QH15_580121,0.13256217,0.57504699,0.84362,0.698389,0.028338,0.881483,0.877143,0.999951
3.delete,70_2026_NQ-HDND_709515,0.13924688,0.54222011,0.842867,0.659934,0.057951,0.903051,0.898064,0.999304
3.delete,71_2020_QH14_366792,0.12686714,0.53582179,0.819365,0.664909,0.038582,0.860266,0.866033,0.999675
3.delete,71_2025_QH15_621341,0.12988964,0.57699704,0.840993,0.549563,0.038874,0.879757,0.880148,0.999956
3.delete,72_2020_QH14_431147,0.1256207,0.56104197,0.845073,0.563245,0.025508,0.887161,0.884021,0.999995
3.delete,72_2025_QH15_649675,0.12848553,0.57208741,0.835103,0.585491,0.033487,0.883547,0.879094,0.999724
3.delete,73_2021_QH14_445185,0.11869706,0.51929184,0.836895,0.715274,0.027263,0.875104,0.87434,0.999977
3.delete,73_2025_QH15_621345,0.12257081,0.52974305,0.851643,0.720877,0.02262,0.883308,0.881807,0.999491
3.delete,74_2025_QH15_m_530912,0.13377309,0.58866046,0.833759,0.723013,0.026579,0.873893,0.868767,0.999842
3.delete,75_2025_QH15_555035,0.12677168,0.55592488,0.832759,0.613231,0.046494,0.874685,0.878295,0.999716
3.delete,76_2025_QH15_659899,0.13754266,0.54102406,0.839304,0.678683,0.046838,0.889647,0.884751,0.999749
3.delete,77_2025_QH15_643029,0.14184825,0.59590368,0.818814,0.533483,0.067792,0.86144,0.876127,0.999726
3.delete,78_2025_QH15_m_623226,0.12814799,0.56612836,0.841565,0.638085,0.033632,0.885112,0.877448,0.99993
3.delete,79_2025_QH15_660522,0.14510631,0.59544728,0.808615,0.464483,0.067944,0.849837,0.855331,0.99914
3.delete,80_2025_QH15_649688,0.13060705,0.56980926,0.837387,0.760363,0.02168,0.874474,0.869835,0.998745
3.delete,81_2025_QH15_660533,0.11811318,0.49716119,0.857809,0.701766,0.029169,0.903067,0.893526,0.999202
3.delete,82_2025_QH15_660530,0.13164718,0.55173841,0.815993,0.644029,0.042456,0.855863,0.864237,0.994238
3.delete,83_2025_QH15_663780,0.16236015,0.64433345,0.78938,0.437364,0.072317,0.845186,0.837926,0.999777
3.delete,84_2025_QH15_655378,0.11186262,0.50375082,0.845071,0.585966,0.041581,0.896945,0.883818,0.999843
3.delete,85_2025_QH15_651570,0.1224539,0.51712696,0.834638,0.611291,0.045801,0.894469,0.889761,0.999081
3.delete,86_2025_QH15_662377,0.12238261,0.54076667,0.786513,0.524288,0.052304,0.859018,0.861183,0.999721
3.delete,87_2025_QH15_662673,0.13504835,0.5713819,0.840453,0.695909,0.034906,0.884644,0.880784,0.999713
3.delete,88_2025_QH15_m_659898,0.13284229,0.56853814,0.815378,0.594983,0.047387,0.868722,0.865638,0.99848
3.delete,89_2025_QH15_650061,0.11499249,0.5033151,0.859748,0.287443,0.051802,0.900083,0.894618,0.999981
3.delete,8_2026_QH16_704810,0.15022111,0.5932304,0.818667,0.695087,0.035338,0.864123,0.86225,0.999546
3.delete,90_2025_QH15_m_662379,0.13004028,0.56164212,0.830619,0.475662,0.042314,0.877645,0.879085,0.999994
3.delete,91_2025_QH15_m_625628,0.1297284,0.54395832,0.849407,0.764959,0.022728,0.889931,0.878897,0.999981
3.delete,92_2025_QH15_659897,0.13161117,0.56125202,0.854053,0.775325,0.023293,0.886974,0.883382,0.999574
3.delete,93_2025_QH15_m_581164,0.12453385,0.56290367,0.846751,0.632952,0.02885,0.89076,0.88603,0.999979
3.delete,94_2025_QH15_643689,0.12746003,0.55693295,0.853253,0.671469,0.026352,0.890343,0.887708,0.999981
3.delete,95_2025_QH15_622480,0.13640334,0.59192317,0.834494,0.696157,0.030459,0.886486,0.874282,0.999956
3.delete,96_2025_QH15_648594,0.14865638,0.56616415,0.836127,0.73248,0.035507,0.877905,0.867648,0.99893
3.delete,97_2025_QH15_663709,0.14335828,0.55681428,0.806687,0.659641,0.044985,0.858357,0.864879,0.999146
3.delete,98_2025_QH15_662116,0.12812149,0.54672565,0.846201,0.67023,0.032243,0.887063,0.889369,0.999985
3.delete,99_2025_QH15_662829,0.12611849,0.54603571,0.817139,0.526648,0.050515,0.878995,0.873012,0.999814
4.modify,01_2021_QH15_486447,0.14464552,0.54088953,0.838892,0.705196,0.03302,0.887017,0.890274,0.999812
4.modify,01_2026_NQ-HDND_707600,0.13712213,0.59172278,0.835096,0.690792,0.027874,0.876217,0.874547,0.999922
4.modify,01_2026_NQ-HDND_707836,0.14115587,0.56535948,0.773476,0.606884,0.097981,0.870442,0.872969,0.999917
4.modify,01_2026_QH16_704788,0.1186121,0.51470971,0.838621,0.737973,0.027919,0.888058,0.877822,0.999912
4.modify,02_2021_QH15_489113,0.13270142,0.53606965,0.659895,0.303905,0.197158,0.78095,0.797095,0.9987
4.modify,02_2026_NQ-HDND_707102,0.1305638,0.53520268,0.842752,0.669976,0.050258,0.900119,0.895328,0.99995
4.modify,02_2026_NQ-HDND_707534,0.1366483,0.58662352,0.839326,0.702921,0.027768,0.886753,0.877087,0.999921
4.modify,02_2026_NQ-HDND_707835,0.26799669,0.6774723,0.818896,0.653497,0.049126,0.876134,0.872761,0.99993
4.modify,02_2026_NQ-HDND_708053,0.13447703,0.53178099,0.835437,0.692382,0.049605,0.893554,0.889175,0.998975
4.modify,02_2026_QH16_696077,0.1283208,0.55007726,0.842847,0.725717,0.024725,0.883195,0.881337,0.999913
4.modify,02_2026_UBTVQH16_708292,0.2936345,0.68421053,0.794793,0.667617,0.077601,0.879537,0.880633,0.999802
4.modify,03_2022_QH15_m_486653,0.13426623,0.54154431,0.815214,0.516377,0.063214,0.879477,0.873559,0.999892
4.modify,03_2026_NQ-HDND_707107,0.13398961,0.52422907,0.823551,0.717936,0.040439,0.880743,0.876377,0.999932
4.modify,03_2026_NQ-HDND_707251,0.13417071,0.53373702,0.830258,0.679312,0.053012,0.888692,0.888894,0.999849
4.modify,03_2026_NQ-HDND_707834,0.12711006,0.5164751,0.822682,0.656407,0.07319,0.893271,0.892906,0.999751
4.modify,03_2026_NQ-HDND_709377,0.14024057,0.56080655,0.841323,0.745353,0.037147,0.88312,0.883583,0.999766
4.modify,03_2026_QH16_694806,0.12707865,0.54039347,0.837273,0.728909,0.026769,0.877559,0.871177,0.99997
4.modify,04_2022_QH15_477977,0.1417302,0.605807,0.826087,0.653794,0.032674,0.860293,0.862986,0.999528
4.modify,04_2026_NQ-HDND_707101,0.09839284,0.34215501,0.812095,0.646307,0.0963,0.939914,0.939951,0.999967
4.modify,04_2026_NQ-HDND_707533,0.13026608,0.52780229,0.83232,0.749874,0.050265,0.906586,0.906586,0.999884
4.modify,04_2026_NQ-HDND_707833,0.12422736,0.53966271,0.836671,0.578231,0.067871,0.884113,0.891715,0.99987
4.modify,04_2026_NQ-HDND_707870,0.20689655,0.56322351,0.800067,0.535838,0.075272,0.888483,0.893734,0.999993
4.modify,04_2026_QH16_681012,0.13730782,0.58712785,0.815093,0.667891,0.036056,0.846472,0.859034,0.999648
4.modify,05_2022_QH15_486445,0.13322233,0.56259066,0.832531,0.72809,0.026293,0.874469,0.871091,0.999802
4.modify,05_2026_NQ-HDND_707049,0.12858104,0.49536178,0.822969,0.638044,0.059853,0.88711,0.887178,0.999784
4.modify,05_2026_NQ-HDND_707532,0.13948946,0.58411789,0.839039,0.707652,0.029689,0.881271,0.880632,0.999061
4.modify,05_2026_NQ-HDND_707602,0.1273746,0.52392638,0.849948,0.748953,0.032469,0.893928,0.893638,0.999832
4.modify,05_2026_NQ-HDND_707832,0.13520328,0.56669912,0.810905,0.62237,0.060102,0.874619,0.872329,0.999816
4.modify,05_2026_QH16_704792,0.12887176,0.54363439,0.82718,0.646712,0.039589,0.864796,0.866051,0.999958
4.modify,06_2022_QH15_418232,0.12909629,0.55137789,0.817323,0.586256,0.037462,0.879462,0.879697,0.999827
4.modify,06_2026_NQ-HDND_707048,0.13647059,0.50589496,0.846269,0.776164,0.045147,0.905619,0.905619,0.999937
4.modify,06_2026_NQ-HDND_707604,0.14850773,0.5092437,0.850976,0.740068,0.063089,0.913847,0.913847,0.999396
4.modify,06_2026_QH16_704653,0.13351046,0.56339978,0.819336,0.628681,0.049386,0.869536,0.878729,0.999913
4.modify,07_2022_QH15_458435,0.14027543,0.59784209,0.82585,0.603114,0.029903,0.869467,0.867608,0.999862
4.modify,07_2026_NQ-HDND_707047,0.1279867,0.5294686,0.835264,0.650198,0.069123,0.90486,0.903838,0.999923
4.modify,07_2026_NQ-HDND_707601,0.2132643,0.53705179,0.754481,0.363492,0.141768,0.812456,0.866463,0.999904
4.modify,07_2026_QH16_704791,0.13108817,0.5627088,0.836932,0.601067,0.032069,0.879436,0.870644,0.999945
4.modify,08_2022_QH15_m_465916,0.13475463,0.599176,0.830116,0.638477,0.028215,0.881196,0.868878,0.999861
4.modify,08_2026_NQ-HDND_707605,0.14721826,0.53262317,0.819717,0.728411,0.056726,0.883576,0.88452,0.999778
4.modify,08_2026_NQ-HDND_710089,0.14305146,0.55136268,0.812354,0.698563,0.052352,0.873833,0.877598,0.999973
4.modify,09_2022_QH15_m_513345,0.15017507,0.63095609,0.816297,0.594694,0.049401,0.857543,0.862063,0.9999
4.modify,09_2026_NQ-HDND_707045,0.15869505,0.60202788,0.823069,0.725528,0.046524,0.876586,0.873933,0.999871
4.modify,09_2026_NQ-HDND_707103,0.1487707,0.54703833,0.820904,0.69548,0.061797,0.894266,0.893751,0.999756
4.modify,09_2026_QH16_703956,0.1592233,0.57320099,0.751917,0.513905,0.111192,0.822682,0.866793,0.999679
4.modify,100_2025_QH15_688908,0.13954402,0.57736458,0.834949,0.737877,0.024035,0.866063,0.873218,0.999949
4.modify,101_2025_QH15_686537,0.12644396,0.546198,0.839538,0.689735,0.026054,0.874004,0.878296,0.999954
